Load,Bus,BusPhase,kVbase,kWmax,Transformer
OH_51267194_1_11,DEV_51267202_1_P49,DEV_51267202_1_P49-1,0.24,1.024011667,OH_51267194_1
OH_51267194_1_12,DEV_51267202_2_P49,DEV_51267202_2_P49-1,0.24,1.024011667,OH_51267194_1
OH_51267194_1_13,DEV_51267202_3_P49,DEV_51267202_3_P49-1,0.24,1.024011667,OH_51267194_1
OH_51267194_1_14,DEV_51267202_4_P49,DEV_51267202_4_P49-1,0.24,1.024011667,OH_51267194_1
OH_51267194_1_15,DEV_51267202_5_P49,DEV_51267202_5_P49-1,0.24,1.024011667,OH_51267194_1
BB_264987_1_1,DEV_264980_1570,DEV_264980_1570-1,0.24,1.641949667,BB_264987_1
BB_264987_1_2,DEV_264980_1571,DEV_264980_1571-1,0.24,1.641949667,BB_264987_1
BB_264987_1_3,DEV_264980_1563,DEV_264980_1563-1,0.24,1.641949667,BB_264987_1
BB_264987_1_4,DEV_264980_1564,DEV_264980_1564-1,0.24,1.641949667,BB_264987_1
BB_264987_1_5,DEV_264980_1555,DEV_264980_1555-1,0.24,1.641949667,BB_264987_1
BB_264987_1_6,DEV_264980_1556,DEV_264980_1556-1,0.24,1.641949667,BB_264987_1
BB_264987_1_7,DEV_264980_1550,DEV_264980_1550-1,0.24,1.641949667,BB_264987_1
BB_264987_1_8,DEV_264980_1549,DEV_264980_1549-1,0.24,1.641949667,BB_264987_1
BB_264987_1_9,DEV_264980_1544,DEV_264980_1544-1,0.24,1.641949667,BB_264987_1
BB_264987_1_10,DEV_264980_1525,DEV_264980_1525-1,0.24,1.641949667,BB_264987_1
BB_264987_1_11,DEV_264980_1536,DEV_264980_1536-1,0.24,1.641949667,BB_264987_1
BB_264987_1_12,DEV_264980_1579,DEV_264980_1579-1,0.24,1.641949667,BB_264987_1
BB_51045896_1_1,DEV_51045898_13,DEV_51045898_13-1,0.24,3.158929857,BB_51045896_1
BB_51045896_1_2,DEV_51045898_12,DEV_51045898_12-1,0.24,3.158929857,BB_51045896_1
BB_51045896_1_3,DEV_51045898_15,DEV_51045898_15-1,0.24,3.158929857,BB_51045896_1
BB_51045896_1_4,DEV_51045898_14,DEV_51045898_14-1,0.24,3.158929857,BB_51045896_1
BB_51045896_1_5,DEV_51045898_16,DEV_51045898_16-1,0.24,3.158929857,BB_51045896_1
BB_51045896_1_6,DEV_51045898_17,DEV_51045898_17-1,0.24,3.158929857,BB_51045896_1
BB_51045896_1_7,DEV_51045898_18,DEV_51045898_18-1,0.24,3.158929857,BB_51045896_1
BB_51045964_1_1,DEV_51045966_13,DEV_51045966_13-1,0.24,2.116483071,BB_51045964_1
BB_51045964_1_2,DEV_51045966_12,DEV_51045966_12-1,0.24,2.116483071,BB_51045964_1
BB_51045964_1_3,DEV_51045966_15,DEV_51045966_15-1,0.24,2.116483071,BB_51045964_1
BB_51045964_1_4,DEV_51045966_14,DEV_51045966_14-1,0.24,2.116483071,BB_51045964_1
BB_51045964_1_5,DEV_51045966_16,DEV_51045966_16-1,0.24,2.116483071,BB_51045964_1
BB_51045964_1_6,DEV_51045966_17,DEV_51045966_17-1,0.24,2.116483071,BB_51045964_1
BB_51045964_1_7,DEV_51045966_18,DEV_51045966_18-1,0.24,2.116483071,BB_51045964_1
BB_51045964_1_8,DEV_51045966_19,DEV_51045966_19-1,0.24,2.116483071,BB_51045964_1
BB_51045964_1_9,DEV_51045966_20,DEV_51045966_20-1,0.24,2.116483071,BB_51045964_1
BB_51045964_1_10,DEV_51045966_21,DEV_51045966_21-1,0.24,2.116483071,BB_51045964_1
BB_51045964_1_11,DEV_51045966_22,DEV_51045966_22-1,0.24,2.116483071,BB_51045964_1
BB_51045964_1_12,DEV_51045966_23,DEV_51045966_23-1,0.24,2.116483071,BB_51045964_1
BB_51045964_1_13,DEV_51045966_24,DEV_51045966_24-1,0.24,2.116483071,BB_51045964_1
BB_51045964_1_14,DEV_51045966_25,DEV_51045966_25-1,0.24,2.116483071,BB_51045964_1
BB_51045975_1_1,DEV_51045977_13,DEV_51045977_13-1,0.24,1.7303039,BB_51045975_1
BB_51045975_1_2,DEV_51045977_12,DEV_51045977_12-1,0.24,1.7303039,BB_51045975_1
BB_51045975_1_3,DEV_51045977_15,DEV_51045977_15-1,0.24,1.7303039,BB_51045975_1
BB_51045975_1_4,DEV_51045977_14,DEV_51045977_14-1,0.24,1.7303039,BB_51045975_1
BB_51045975_1_5,DEV_51045977_16,DEV_51045977_16-1,0.24,1.7303039,BB_51045975_1
BB_51045975_1_6,DEV_51045977_17,DEV_51045977_17-1,0.24,1.7303039,BB_51045975_1
BB_51045975_1_7,DEV_51045977_18,DEV_51045977_18-1,0.24,1.7303039,BB_51045975_1
BB_51045975_1_8,DEV_51045977_19,DEV_51045977_19-1,0.24,1.7303039,BB_51045975_1
BB_51045975_1_9,DEV_51045977_20,DEV_51045977_20-1,0.24,1.7303039,BB_51045975_1
BB_51045975_1_10,DEV_51045977_21,DEV_51045977_21-1,0.24,1.7303039,BB_51045975_1
BB_51045982_1_1,DEV_51045984_13,DEV_51045984_13-1,0.24,2.860806,BB_51045982_1
BB_51045982_1_2,DEV_51045984_12,DEV_51045984_12-1,0.24,2.860806,BB_51045982_1
BB_51045982_1_3,DEV_51045984_15,DEV_51045984_15-1,0.24,2.860806,BB_51045982_1
BB_51045982_1_4,DEV_51045984_14,DEV_51045984_14-1,0.24,2.860806,BB_51045982_1
BB_51045990_1_1,DEV_51045992_13,DEV_51045992_13-1,0.24,0.497531,BB_51045990_1
BB_51046018_1_1,DEV_51046020_13,DEV_51046020_13-1,0.24,3.2339545,BB_51046018_1
BB_51046018_1_2,DEV_51046020_12,DEV_51046020_12-1,0.24,3.2339545,BB_51046018_1
BB_51046037_1_1,DEV_51046039_13,DEV_51046039_13-1,0.24,1.674232857,BB_51046037_1
BB_51046037_1_2,DEV_51046039_12,DEV_51046039_12-1,0.24,1.674232857,BB_51046037_1
BB_51046037_1_3,DEV_51046039_15,DEV_51046039_15-1,0.24,1.674232857,BB_51046037_1
BB_51046037_1_4,DEV_51046039_14,DEV_51046039_14-1,0.24,1.674232857,BB_51046037_1
BB_51046037_1_5,DEV_51046039_16,DEV_51046039_16-1,0.24,1.674232857,BB_51046037_1
BB_51046037_1_6,DEV_51046039_17,DEV_51046039_17-1,0.24,1.674232857,BB_51046037_1
BB_51046037_1_7,DEV_51046039_18,DEV_51046039_18-1,0.24,1.674232857,BB_51046037_1
BB_51046044_1_1,DEV_51046046_13,DEV_51046046_13-1,0.24,1.868507,BB_51046044_1
BB_51046044_1_2,DEV_51046046_12,DEV_51046046_12-1,0.24,1.868507,BB_51046044_1
BB_51046044_1_3,DEV_51046046_15,DEV_51046046_15-1,0.24,1.868507,BB_51046044_1
BB_51046044_1_4,DEV_51046046_14,DEV_51046046_14-1,0.24,1.868507,BB_51046044_1
BB_51046044_1_5,DEV_51046046_16,DEV_51046046_16-1,0.24,1.868507,BB_51046044_1
BB_51046044_1_6,DEV_51046046_17,DEV_51046046_17-1,0.24,1.868507,BB_51046044_1
BB_51046044_1_7,DEV_51046046_18,DEV_51046046_18-1,0.24,1.868507,BB_51046044_1
BB_51046044_1_8,DEV_51046046_19,DEV_51046046_19-1,0.24,1.868507,BB_51046044_1
BB_51046044_1_9,DEV_51046046_20,DEV_51046046_20-1,0.24,1.868507,BB_51046044_1
BB_51046044_1_10,DEV_51046046_21,DEV_51046046_21-1,0.24,1.868507,BB_51046044_1
BB_51054581_1_1,DEV_51054583_137,DEV_51054583_137-1,0.24,1.160907,BB_51054581_1
OH_257608_1_1,DEV_257789_13,DEV_257789_13-1,0.24,1.638335909,OH_257608_1
OH_257608_1_2,DEV_257789_12,DEV_257789_12-1,0.24,1.638335909,OH_257608_1
OH_257608_1_3,DEV_257789_15,DEV_257789_15-1,0.24,1.638335909,OH_257608_1
OH_257608_1_4,DEV_257789_14,DEV_257789_14-1,0.24,1.638335909,OH_257608_1
OH_257608_1_5,DEV_257789_16,DEV_257789_16-1,0.24,1.638335909,OH_257608_1
OH_257608_1_6,DEV_257789_17,DEV_257789_17-1,0.24,1.638335909,OH_257608_1
OH_257608_1_7,DEV_257789_18,DEV_257789_18-1,0.24,1.638335909,OH_257608_1
OH_257608_1_8,DEV_257789_19,DEV_257789_19-1,0.24,1.638335909,OH_257608_1
OH_257608_1_9,DEV_257789_20,DEV_257789_20-1,0.24,1.638335909,OH_257608_1
OH_257608_1_10,DEV_257789_21,DEV_257789_21-1,0.24,1.638335909,OH_257608_1
OH_257608_1_11,DEV_257789_22,DEV_257789_22-1,0.24,1.638335909,OH_257608_1
OH_257796_1_1,NODE_559690_153,NODE_559690_153-1,0.24,1.850079933,OH_257796_1
OH_257796_1_2,NODE_559690_152,NODE_559690_152-1,0.24,1.850079933,OH_257796_1
OH_257796_1_3,NODE_559690_154,NODE_559690_154-1,0.24,1.850079933,OH_257796_1
OH_257796_1_4,NODE_559690_1,NODE_559690_1-1,0.24,1.850079933,OH_257796_1
OH_257796_1_5,NODE_559690_2,NODE_559690_2-1,0.24,1.850079933,OH_257796_1
OH_257796_1_6,NODE_559690_3,NODE_559690_3-1,0.24,1.850079933,OH_257796_1
OH_257796_1_7,NODE_559690_4,NODE_559690_4-1,0.24,1.850079933,OH_257796_1
OH_257796_1_8,NODE_559690_5,NODE_559690_5-1,0.24,1.850079933,OH_257796_1
OH_257796_1_9,NODE_559690_6,NODE_559690_6-1,0.24,1.850079933,OH_257796_1
OH_257796_1_10,NODE_559690_7,NODE_559690_7-1,0.24,1.850079933,OH_257796_1
OH_257796_1_11,NODE_559690_151,NODE_559690_151-1,0.24,1.850079933,OH_257796_1
OH_257796_1_12,NODE_559690_150,NODE_559690_150-1,0.24,1.850079933,OH_257796_1
OH_257796_1_13,NODE_559690_0_150,NODE_559690_0_150-1,0.24,1.850079933,OH_257796_1
OH_257796_1_14,NODE_559690_1_150,NODE_559690_1_150-1,0.24,1.850079933,OH_257796_1
OH_257796_1_15,NODE_559690_2_150,NODE_559690_2_150-1,0.24,1.850079933,OH_257796_1
OH_257798_1_1,DEV_257790_13,DEV_257790_13-1,0.24,1.696262211,OH_257798_1
OH_257798_1_2,DEV_257790_12,DEV_257790_12-1,0.24,1.696262211,OH_257798_1
OH_257798_1_3,DEV_257790_15,DEV_257790_15-1,0.24,1.696262211,OH_257798_1
OH_257798_1_4,DEV_257790_14,DEV_257790_14-1,0.24,1.696262211,OH_257798_1
OH_257798_1_5,DEV_257790_16,DEV_257790_16-1,0.24,1.696262211,OH_257798_1
OH_257798_1_6,DEV_257790_17,DEV_257790_17-1,0.24,1.696262211,OH_257798_1
OH_257798_1_7,DEV_257790_18,DEV_257790_18-1,0.24,1.696262211,OH_257798_1
OH_257798_1_8,DEV_257790_19,DEV_257790_19-1,0.24,1.696262211,OH_257798_1
OH_257798_1_9,DEV_257790_20,DEV_257790_20-1,0.24,1.696262211,OH_257798_1
OH_257798_1_10,DEV_257790_21,DEV_257790_21-1,0.24,1.696262211,OH_257798_1
OH_257798_1_11,DEV_257790_22,DEV_257790_22-1,0.24,1.696262211,OH_257798_1
OH_257798_1_12,DEV_257790_23,DEV_257790_23-1,0.24,1.696262211,OH_257798_1
OH_257798_1_13,DEV_257790_24,DEV_257790_24-1,0.24,1.696262211,OH_257798_1
OH_257798_1_14,DEV_257790_25,DEV_257790_25-1,0.24,1.696262211,OH_257798_1
OH_257798_1_15,DEV_257790_11,DEV_257790_11-1,0.24,1.696262211,OH_257798_1
OH_257798_1_16,DEV_257790_10,DEV_257790_10-1,0.24,1.696262211,OH_257798_1
OH_257798_1_17,DEV_257790_0_10,DEV_257790_0_10-1,0.24,1.696262211,OH_257798_1
OH_257798_1_18,DEV_257790_1_10,DEV_257790_1_10-1,0.24,1.696262211,OH_257798_1
OH_257798_1_19,DEV_257790_2_10,DEV_257790_2_10-1,0.24,1.696262211,OH_257798_1
OH_257804_1_1,DEV_257791_137,DEV_257791_137-1,0.24,1.35439125,OH_257804_1
OH_257804_1_2,DEV_257791_136,DEV_257791_136-1,0.24,1.35439125,OH_257804_1
OH_257804_1_3,DEV_257791_139,DEV_257791_139-1,0.24,1.35439125,OH_257804_1
OH_257804_1_4,DEV_257791_138,DEV_257791_138-1,0.24,1.35439125,OH_257804_1
OH_257804_1_5,DEV_257791_131,DEV_257791_131-1,0.24,1.35439125,OH_257804_1
OH_257804_1_6,DEV_257791_132,DEV_257791_132-1,0.24,1.35439125,OH_257804_1
OH_257804_1_7,DEV_257791_133,DEV_257791_133-1,0.24,1.35439125,OH_257804_1
OH_257804_1_8,DEV_257791_135,DEV_257791_135-1,0.24,1.35439125,OH_257804_1
OH_257806_1_1,DEV_257795_13,DEV_257795_13-1,0.24,1.261713765,OH_257806_1
OH_257806_1_2,DEV_257795_12,DEV_257795_12-1,0.24,1.261713765,OH_257806_1
OH_257806_1_3,DEV_257795_15,DEV_257795_15-1,0.24,1.261713765,OH_257806_1
OH_257806_1_4,DEV_257795_14,DEV_257795_14-1,0.24,1.261713765,OH_257806_1
OH_257806_1_5,DEV_257795_16,DEV_257795_16-1,0.24,1.261713765,OH_257806_1
OH_257806_1_6,DEV_257795_17,DEV_257795_17-1,0.24,1.261713765,OH_257806_1
OH_257806_1_7,DEV_257795_18,DEV_257795_18-1,0.24,1.261713765,OH_257806_1
OH_257806_1_8,DEV_257795_19,DEV_257795_19-1,0.24,1.261713765,OH_257806_1
OH_257806_1_9,DEV_257795_20,DEV_257795_20-1,0.24,1.261713765,OH_257806_1
OH_257806_1_10,DEV_257795_21,DEV_257795_21-1,0.24,1.261713765,OH_257806_1
OH_257806_1_11,DEV_257795_22,DEV_257795_22-1,0.24,1.261713765,OH_257806_1
OH_257806_1_12,DEV_257795_23,DEV_257795_23-1,0.24,1.261713765,OH_257806_1
OH_257806_1_13,DEV_257795_24,DEV_257795_24-1,0.24,1.261713765,OH_257806_1
OH_257806_1_14,DEV_257795_25,DEV_257795_25-1,0.24,1.261713765,OH_257806_1
OH_257806_1_15,DEV_257795_11,DEV_257795_11-1,0.24,1.261713765,OH_257806_1
OH_257806_1_16,DEV_257795_10,DEV_257795_10-1,0.24,1.261713765,OH_257806_1
OH_257806_1_17,DEV_257795_0_10,DEV_257795_0_10-1,0.24,1.261713765,OH_257806_1
OH_257807_1_1,DEV_257565_35,DEV_257565_35-1,0.24,1.52484175,OH_257807_1
OH_257807_1_2,DEV_257565_34,DEV_257565_34-1,0.24,1.52484175,OH_257807_1
OH_257807_1_3,DEV_257565_36,DEV_257565_36-1,0.24,1.52484175,OH_257807_1
OH_257807_1_4,DEV_257565_37,DEV_257565_37-1,0.24,1.52484175,OH_257807_1
OH_257807_1_5,DEV_257565_38,DEV_257565_38-1,0.24,1.52484175,OH_257807_1
OH_257807_1_6,DEV_257565_41,DEV_257565_41-1,0.24,1.52484175,OH_257807_1
OH_257807_1_7,DEV_257565_40,DEV_257565_40-1,0.24,1.52484175,OH_257807_1
OH_257807_1_8,DEV_257565_39,DEV_257565_39-1,0.24,1.52484175,OH_257807_1
OH_257807_1_9,DEV_257565_0_39,DEV_257565_0_39-1,0.24,1.52484175,OH_257807_1
OH_257807_1_10,DEV_257565_1_39,DEV_257565_1_39-1,0.24,1.52484175,OH_257807_1
OH_257807_1_11,DEV_257565_2_39,DEV_257565_2_39-1,0.24,1.52484175,OH_257807_1
OH_257807_1_12,DEV_257565_3_39,DEV_257565_3_39-1,0.24,1.52484175,OH_257807_1
OH_257808_1_1,DEV_257809_137,DEV_257809_137-1,0.24,2.0177665,OH_257808_1
OH_257808_1_2,DEV_257809_136,DEV_257809_136-1,0.24,2.0177665,OH_257808_1
OH_257808_1_3,DEV_257809_139,DEV_257809_139-1,0.24,2.0177665,OH_257808_1
OH_257808_1_4,DEV_257809_138,DEV_257809_138-1,0.24,2.0177665,OH_257808_1
OH_257808_1_5,DEV_257809_131,DEV_257809_131-1,0.24,2.0177665,OH_257808_1
OH_257808_1_6,DEV_257809_132,DEV_257809_132-1,0.24,2.0177665,OH_257808_1
OH_257808_1_7,DEV_257809_133,DEV_257809_133-1,0.24,2.0177665,OH_257808_1
OH_257808_1_8,DEV_257809_135,DEV_257809_135-1,0.24,2.0177665,OH_257808_1
OH_257811_1_1,DEV_257810_52,DEV_257810_52-1,0.24,1.830424333,OH_257811_1
OH_257811_1_2,DEV_257810_51,DEV_257810_51-1,0.24,1.830424333,OH_257811_1
OH_257811_1_3,DEV_257810_54,DEV_257810_54-1,0.24,1.830424333,OH_257811_1
OH_257811_1_4,DEV_257810_53,DEV_257810_53-1,0.24,1.830424333,OH_257811_1
OH_257811_1_5,DEV_257810_73,DEV_257810_73-1,0.24,1.830424333,OH_257811_1
OH_257811_1_6,DEV_257810_74,DEV_257810_74-1,0.24,1.830424333,OH_257811_1
OH_257811_1_7,DEV_257810_50,DEV_257810_50-1,0.24,1.830424333,OH_257811_1
OH_257811_1_8,DEV_257810_75,DEV_257810_75-1,0.24,1.830424333,OH_257811_1
OH_257811_1_9,DEV_257810_76,DEV_257810_76-1,0.24,1.830424333,OH_257811_1
OH_257813_1_1,DEV_257812_137,DEV_257812_137-1,0.24,1.0669286,OH_257813_1
OH_257813_1_2,DEV_257812_136,DEV_257812_136-1,0.24,1.0669286,OH_257813_1
OH_257813_1_3,DEV_257812_139,DEV_257812_139-1,0.24,1.0669286,OH_257813_1
OH_257813_1_4,DEV_257812_138,DEV_257812_138-1,0.24,1.0669286,OH_257813_1
OH_257813_1_5,DEV_257812_131,DEV_257812_131-1,0.24,1.0669286,OH_257813_1
OH_257813_1_6,DEV_257812_132,DEV_257812_132-1,0.24,1.0669286,OH_257813_1
OH_257813_1_7,DEV_257812_133,DEV_257812_133-1,0.24,1.0669286,OH_257813_1
OH_257813_1_8,DEV_257812_135,DEV_257812_135-1,0.24,1.0669286,OH_257813_1
OH_257813_1_9,DEV_257812_134,DEV_257812_134-1,0.24,1.0669286,OH_257813_1
OH_257813_1_10,DEV_257812_0_134,DEV_257812_0_134-1,0.24,1.0669286,OH_257813_1
OH_257815_1_1,DEV_257814_13,DEV_257814_13-1,0.24,1.820029615,OH_257815_1
OH_257815_1_2,DEV_257814_12,DEV_257814_12-1,0.24,1.820029615,OH_257815_1
OH_257815_1_3,DEV_257814_15,DEV_257814_15-1,0.24,1.820029615,OH_257815_1
OH_257815_1_4,DEV_257814_14,DEV_257814_14-1,0.24,1.820029615,OH_257815_1
OH_257815_1_5,DEV_257814_16,DEV_257814_16-1,0.24,1.820029615,OH_257815_1
OH_257815_1_6,DEV_257814_17,DEV_257814_17-1,0.24,1.820029615,OH_257815_1
OH_257815_1_7,DEV_257814_18,DEV_257814_18-1,0.24,1.820029615,OH_257815_1
OH_257815_1_8,DEV_257814_19,DEV_257814_19-1,0.24,1.820029615,OH_257815_1
OH_257815_1_9,DEV_257814_20,DEV_257814_20-1,0.24,1.820029615,OH_257815_1
OH_257815_1_10,DEV_257814_21,DEV_257814_21-1,0.24,1.820029615,OH_257815_1
OH_257815_1_11,DEV_257814_22,DEV_257814_22-1,0.24,1.820029615,OH_257815_1
OH_257815_1_12,DEV_257814_23,DEV_257814_23-1,0.24,1.820029615,OH_257815_1
OH_257815_1_13,DEV_257814_24,DEV_257814_24-1,0.24,1.820029615,OH_257815_1
OH_258777_1_1,NODE_609020_120,NODE_609020_120-1,0.24,4.072387,OH_258777_1
OH_258777_1_2,NODE_609020_119,NODE_609020_119-1,0.24,4.072387,OH_258777_1
OH_258777_1_3,NODE_609020_121,NODE_609020_121-1,0.24,4.072387,OH_258777_1
OH_262480_1_1,NODE_10017657_1338,NODE_10017657_1338-1,0.24,1.057115458,OH_262480_1
OH_262480_1_2,NODE_10017657_1333,NODE_10017657_1333-1,0.24,1.057115458,OH_262480_1
OH_262480_1_3,NODE_10017657_1327,NODE_10017657_1327-1,0.24,1.057115458,OH_262480_1
OH_262480_1_4,NODE_10017657_1332,NODE_10017657_1332-1,0.24,1.057115458,OH_262480_1
OH_262480_1_5,NODE_10017657_1326,NODE_10017657_1326-1,0.24,1.057115458,OH_262480_1
OH_262480_1_6,NODE_10017657_1320,NODE_10017657_1320-1,0.24,1.057115458,OH_262480_1
OH_262480_1_7,NODE_10017657_1321,NODE_10017657_1321-1,0.24,1.057115458,OH_262480_1
OH_262480_1_8,NODE_10017657_1315,NODE_10017657_1315-1,0.24,1.057115458,OH_262480_1
OH_262480_1_9,NODE_10017657_1312,NODE_10017657_1312-1,0.24,1.057115458,OH_262480_1
OH_262480_1_10,NODE_10017657_0_P17,NODE_10017657_0_P17-1,0.24,1.057115458,OH_262480_1
OH_262480_1_11,NODE_10017657_1_P17,NODE_10017657_1_P17-1,0.24,1.057115458,OH_262480_1
OH_262480_1_12,NODE_10017657_2_P17,NODE_10017657_2_P17-1,0.24,1.057115458,OH_262480_1
OH_262480_1_13,NODE_10017657_3_P17,NODE_10017657_3_P17-1,0.24,1.057115458,OH_262480_1
OH_262480_1_14,NODE_10017657_4_P17,NODE_10017657_4_P17-1,0.24,1.057115458,OH_262480_1
OH_262480_1_15,NODE_10017657_5_P17,NODE_10017657_5_P17-1,0.24,1.057115458,OH_262480_1
OH_262480_1_16,NODE_10017657_6_P17,NODE_10017657_6_P17-1,0.24,1.057115458,OH_262480_1
OH_262480_1_17,NODE_10017657_7_P17,NODE_10017657_7_P17-1,0.24,1.057115458,OH_262480_1
OH_262480_1_18,NODE_10017657_8_P17,NODE_10017657_8_P17-1,0.24,1.057115458,OH_262480_1
OH_262480_1_19,NODE_10017657_9_P17,NODE_10017657_9_P17-1,0.24,1.057115458,OH_262480_1
OH_262480_1_20,NODE_10017657_10_P17,NODE_10017657_10_P17-1,0.24,1.057115458,OH_262480_1
OH_262480_1_21,NODE_10017657_11_P17,NODE_10017657_11_P17-1,0.24,1.057115458,OH_262480_1
OH_262480_1_22,NODE_10017657_12_P17,NODE_10017657_12_P17-1,0.24,1.057115458,OH_262480_1
OH_262480_1_23,NODE_10017657_13_P17,NODE_10017657_13_P17-1,0.24,1.057115458,OH_262480_1
OH_262480_1_24,NODE_10017657_14_P17,NODE_10017657_14_P17-1,0.24,1.057115458,OH_262480_1
OH_262481_1_1,DEV_262518_1570,DEV_262518_1570-1,0.24,1.596550143,OH_262481_1
OH_262481_1_2,DEV_262518_1571,DEV_262518_1571-1,0.24,1.596550143,OH_262481_1
OH_262481_1_3,DEV_262518_1563,DEV_262518_1563-1,0.24,1.596550143,OH_262481_1
OH_262481_1_4,DEV_262518_1564,DEV_262518_1564-1,0.24,1.596550143,OH_262481_1
OH_262481_1_5,DEV_262518_1555,DEV_262518_1555-1,0.24,1.596550143,OH_262481_1
OH_262481_1_6,DEV_262518_1556,DEV_262518_1556-1,0.24,1.596550143,OH_262481_1
OH_262481_1_7,DEV_262518_1550,DEV_262518_1550-1,0.24,1.596550143,OH_262481_1
OH_262481_1_8,DEV_262518_1549,DEV_262518_1549-1,0.24,1.596550143,OH_262481_1
OH_262481_1_9,DEV_262518_1544,DEV_262518_1544-1,0.24,1.596550143,OH_262481_1
OH_262481_1_10,DEV_262518_1525,DEV_262518_1525-1,0.24,1.596550143,OH_262481_1
OH_262481_1_11,DEV_262518_1536,DEV_262518_1536-1,0.24,1.596550143,OH_262481_1
OH_262481_1_12,DEV_262518_1579,DEV_262518_1579-1,0.24,1.596550143,OH_262481_1
OH_262481_1_13,DEV_262518_1578,DEV_262518_1578-1,0.24,1.596550143,OH_262481_1
OH_262481_1_14,DEV_262518_0_1578,DEV_262518_0_1578-1,0.24,1.596550143,OH_262481_1
OH_262483_1_1,DEV_262502_1570,DEV_262502_1570-1,0.24,1.3665258,OH_262483_1
OH_262483_1_2,DEV_262502_1571,DEV_262502_1571-1,0.24,1.3665258,OH_262483_1
OH_262483_1_3,DEV_262502_1563,DEV_262502_1563-1,0.24,1.3665258,OH_262483_1
OH_262483_1_4,DEV_262502_1564,DEV_262502_1564-1,0.24,1.3665258,OH_262483_1
OH_262483_1_5,DEV_262502_1555,DEV_262502_1555-1,0.24,1.3665258,OH_262483_1
OH_262485_1_1,DEV_262515_708,DEV_262515_708-1,0.24,1.054716652,OH_262485_1
OH_262485_1_2,DEV_262515_711,DEV_262515_711-1,0.24,1.054716652,OH_262485_1
OH_262485_1_3,DEV_262515_709,DEV_262515_709-1,0.24,1.054716652,OH_262485_1
OH_262485_1_4,DEV_262515_1033,DEV_262515_1033-1,0.24,1.054716652,OH_262485_1
OH_262485_1_5,DEV_262515_712,DEV_262515_712-1,0.24,1.054716652,OH_262485_1
OH_262485_1_6,DEV_262515_715,DEV_262515_715-1,0.24,1.054716652,OH_262485_1
OH_262485_1_7,DEV_262515_716,DEV_262515_716-1,0.24,1.054716652,OH_262485_1
OH_262485_1_8,DEV_262515_720,DEV_262515_720-1,0.24,1.054716652,OH_262485_1
OH_262485_1_9,DEV_262515_719,DEV_262515_719-1,0.24,1.054716652,OH_262485_1
OH_262485_1_10,DEV_262515_0_P49,DEV_262515_0_P49-1,0.24,1.054716652,OH_262485_1
OH_262485_1_11,DEV_262515_1_P49,DEV_262515_1_P49-1,0.24,1.054716652,OH_262485_1
OH_262485_1_12,DEV_262515_2_P49,DEV_262515_2_P49-1,0.24,1.054716652,OH_262485_1
OH_262485_1_13,DEV_262515_3_P49,DEV_262515_3_P49-1,0.24,1.054716652,OH_262485_1
OH_262485_1_14,DEV_262515_4_P49,DEV_262515_4_P49-1,0.24,1.054716652,OH_262485_1
OH_262485_1_15,DEV_262515_5_P49,DEV_262515_5_P49-1,0.24,1.054716652,OH_262485_1
OH_262485_1_16,DEV_262515_6_P49,DEV_262515_6_P49-1,0.24,1.054716652,OH_262485_1
OH_262485_1_17,DEV_262515_7_P49,DEV_262515_7_P49-1,0.24,1.054716652,OH_262485_1
OH_262485_1_18,DEV_262515_8_P49,DEV_262515_8_P49-1,0.24,1.054716652,OH_262485_1
OH_262485_1_19,DEV_262515_9_P49,DEV_262515_9_P49-1,0.24,1.054716652,OH_262485_1
OH_262485_1_20,DEV_262515_10_P49,DEV_262515_10_P49-1,0.24,1.054716652,OH_262485_1
OH_262485_1_21,DEV_262515_11_P49,DEV_262515_11_P49-1,0.24,1.054716652,OH_262485_1
OH_262485_1_22,DEV_262515_12_P49,DEV_262515_12_P49-1,0.24,1.054716652,OH_262485_1
OH_262485_1_23,DEV_262515_13_P49,DEV_262515_13_P49-1,0.24,1.054716652,OH_262485_1
OH_262486_1_1,DEV_262513_545,DEV_262513_545-1,0.24,1.232345067,OH_262486_1
OH_262486_1_2,DEV_262513_550,DEV_262513_550-1,0.24,1.232345067,OH_262486_1
OH_262486_1_3,DEV_262513_558,DEV_262513_558-1,0.24,1.232345067,OH_262486_1
OH_262486_1_4,DEV_262513_559,DEV_262513_559-1,0.24,1.232345067,OH_262486_1
OH_262486_1_5,DEV_262513_555,DEV_262513_555-1,0.24,1.232345067,OH_262486_1
OH_262486_1_6,DEV_262513_554,DEV_262513_554-1,0.24,1.232345067,OH_262486_1
OH_262486_1_7,DEV_262513_541,DEV_262513_541-1,0.24,1.232345067,OH_262486_1
OH_262486_1_8,DEV_262513_526,DEV_262513_526-1,0.24,1.232345067,OH_262486_1
OH_262486_1_9,DEV_262513_530,DEV_262513_530-1,0.24,1.232345067,OH_262486_1
OH_262486_1_10,DEV_262513_520,DEV_262513_520-1,0.24,1.232345067,OH_262486_1
OH_262486_1_11,DEV_262513_515,DEV_262513_515-1,0.24,1.232345067,OH_262486_1
OH_262486_1_12,DEV_262513_511,DEV_262513_511-1,0.24,1.232345067,OH_262486_1
OH_262486_1_13,DEV_262513_2144,DEV_262513_2144-1,0.24,1.232345067,OH_262486_1
OH_262486_1_14,DEV_262513_512,DEV_262513_512-1,0.24,1.232345067,OH_262486_1
