Load,Bus,BusPhase,kVbase,kWmax,Transformer
OH_264158_1_6,DEV_264155_418,DEV_264155_418-1,0.24,1.452785,OH_264158_1
OH_264158_1_7,DEV_264155_352,DEV_264155_352-1,0.24,1.452785,OH_264158_1
OH_264158_1_8,DEV_264155_406,DEV_264155_406-1,0.24,1.452785,OH_264158_1
OH_264158_1_9,DEV_264155_439,DEV_264155_439-1,0.24,1.452785,OH_264158_1
OH_264158_1_10,DEV_264155_440,DEV_264155_440-1,0.24,1.452785,OH_264158_1
OH_264158_1_11,DEV_264155_460,DEV_264155_460-1,0.24,1.452785,OH_264158_1
OH_264158_1_12,DEV_264155_441,DEV_264155_441-1,0.24,1.452785,OH_264158_1
OH_264158_1_13,DEV_264155_462,DEV_264155_462-1,0.24,1.452785,OH_264158_1
OH_264158_1_14,DEV_264155_0_462,DEV_264155_0_462-1,0.24,1.452785,OH_264158_1
OH_264857_1_1,NODE_613075_433,NODE_613075_433-1,0.24,1.65519125,OH_264857_1
OH_264857_1_2,NODE_613075_425,NODE_613075_425-1,0.24,1.65519125,OH_264857_1
OH_264857_1_3,NODE_613075_424,NODE_613075_424-1,0.24,1.65519125,OH_264857_1
OH_264857_1_4,NODE_613075_419,NODE_613075_419-1,0.24,1.65519125,OH_264857_1
OH_264857_1_5,NODE_613075_411,NODE_613075_411-1,0.24,1.65519125,OH_264857_1
OH_264857_1_6,NODE_613075_418,NODE_613075_418-1,0.24,1.65519125,OH_264857_1
OH_264857_1_7,NODE_613075_352,NODE_613075_352-1,0.24,1.65519125,OH_264857_1
OH_264857_1_8,NODE_613075_406,NODE_613075_406-1,0.24,1.65519125,OH_264857_1
OH_264857_1_9,NODE_613075_439,NODE_613075_439-1,0.24,1.65519125,OH_264857_1
OH_264857_1_10,NODE_613075_440,NODE_613075_440-1,0.24,1.65519125,OH_264857_1
OH_264857_1_11,NODE_613075_460,NODE_613075_460-1,0.24,1.65519125,OH_264857_1
OH_264857_1_12,NODE_613075_441,NODE_613075_441-1,0.24,1.65519125,OH_264857_1
OH_264858_1_1,DEV_264862_644,DEV_264862_644-1,0.24,2.663439143,OH_264858_1
OH_264858_1_2,DEV_264862_648,DEV_264862_648-1,0.24,2.663439143,OH_264858_1
OH_264858_1_3,DEV_264862_645,DEV_264862_645-1,0.24,2.663439143,OH_264858_1
OH_264858_1_4,DEV_264862_649,DEV_264862_649-1,0.24,2.663439143,OH_264858_1
OH_264858_1_5,DEV_264862_640,DEV_264862_640-1,0.24,2.663439143,OH_264858_1
OH_264858_1_6,DEV_264862_639,DEV_264862_639-1,0.24,2.663439143,OH_264858_1
OH_264858_1_7,DEV_264862_636,DEV_264862_636-1,0.24,2.663439143,OH_264858_1
OH_264868_1_1,DEV_264869_775,DEV_264869_775-1,0.24,1.082862889,OH_264868_1
OH_264868_1_2,DEV_264869_780,DEV_264869_780-1,0.24,1.082862889,OH_264868_1
OH_264868_1_3,DEV_264869_783,DEV_264869_783-1,0.24,1.082862889,OH_264868_1
OH_264868_1_4,DEV_264869_788,DEV_264869_788-1,0.24,1.082862889,OH_264868_1
OH_264868_1_5,DEV_264869_790,DEV_264869_790-1,0.24,1.082862889,OH_264868_1
OH_264868_1_6,DEV_264869_793,DEV_264869_793-1,0.24,1.082862889,OH_264868_1
OH_264868_1_7,DEV_264869_796,DEV_264869_796-1,0.24,1.082862889,OH_264868_1
OH_264868_1_8,DEV_264869_797,DEV_264869_797-1,0.24,1.082862889,OH_264868_1
OH_264868_1_9,DEV_264869_770,DEV_264869_770-1,0.24,1.082862889,OH_264868_1
OH_264870_1_1,DEV_264872_433,DEV_264872_433-1,0.24,1.654172692,OH_264870_1
OH_264870_1_2,DEV_264872_425,DEV_264872_425-1,0.24,1.654172692,OH_264870_1
OH_264870_1_3,DEV_264872_424,DEV_264872_424-1,0.24,1.654172692,OH_264870_1
OH_264870_1_4,DEV_264872_419,DEV_264872_419-1,0.24,1.654172692,OH_264870_1
OH_264870_1_5,DEV_264872_411,DEV_264872_411-1,0.24,1.654172692,OH_264870_1
OH_264870_1_6,DEV_264872_418,DEV_264872_418-1,0.24,1.654172692,OH_264870_1
OH_264870_1_7,DEV_264872_352,DEV_264872_352-1,0.24,1.654172692,OH_264870_1
OH_264870_1_8,DEV_264872_406,DEV_264872_406-1,0.24,1.654172692,OH_264870_1
OH_264870_1_9,DEV_264872_439,DEV_264872_439-1,0.24,1.654172692,OH_264870_1
OH_264870_1_10,DEV_264872_440,DEV_264872_440-1,0.24,1.654172692,OH_264870_1
OH_264870_1_11,DEV_264872_460,DEV_264872_460-1,0.24,1.654172692,OH_264870_1
OH_264870_1_12,DEV_264872_441,DEV_264872_441-1,0.24,1.654172692,OH_264870_1
OH_264870_1_13,DEV_264872_462,DEV_264872_462-1,0.24,1.654172692,OH_264870_1
OH_264874_1_1,DEV_264876_775,DEV_264876_775-1,0.24,1.4565683,OH_264874_1
OH_264874_1_2,DEV_264876_780,DEV_264876_780-1,0.24,1.4565683,OH_264874_1
OH_264874_1_3,DEV_264876_783,DEV_264876_783-1,0.24,1.4565683,OH_264874_1
OH_264874_1_4,DEV_264876_788,DEV_264876_788-1,0.24,1.4565683,OH_264874_1
OH_264874_1_5,DEV_264876_790,DEV_264876_790-1,0.24,1.4565683,OH_264874_1
OH_264874_1_6,DEV_264876_793,DEV_264876_793-1,0.24,1.4565683,OH_264874_1
OH_264874_1_7,DEV_264876_796,DEV_264876_796-1,0.24,1.4565683,OH_264874_1
OH_264874_1_8,DEV_264876_797,DEV_264876_797-1,0.24,1.4565683,OH_264874_1
OH_264874_1_9,DEV_264876_770,DEV_264876_770-1,0.24,1.4565683,OH_264874_1
OH_264874_1_10,DEV_264876_769,DEV_264876_769-1,0.24,1.4565683,OH_264874_1
BB_258064_1_1,DEV_258183_137,DEV_258183_137-1,0.24,1.513324875,BB_258064_1
BB_258064_1_2,DEV_258183_136,DEV_258183_136-1,0.24,1.513324875,BB_258064_1
BB_258064_1_3,DEV_258183_139,DEV_258183_139-1,0.24,1.513324875,BB_258064_1
BB_258064_1_4,DEV_258183_138,DEV_258183_138-1,0.24,1.513324875,BB_258064_1
BB_258064_1_5,DEV_258183_131,DEV_258183_131-1,0.24,1.513324875,BB_258064_1
BB_258064_1_6,DEV_258183_132,DEV_258183_132-1,0.24,1.513324875,BB_258064_1
BB_258064_1_7,DEV_258183_133,DEV_258183_133-1,0.24,1.513324875,BB_258064_1
BB_258064_1_8,DEV_258183_135,DEV_258183_135-1,0.24,1.513324875,BB_258064_1
BB_258067_1_1,DEV_258084_52,DEV_258084_52-1,0.24,1.203903333,BB_258067_1
BB_258067_1_2,DEV_258084_51,DEV_258084_51-1,0.24,1.203903333,BB_258067_1
BB_258067_1_3,DEV_258084_54,DEV_258084_54-1,0.24,1.203903333,BB_258067_1
BB_258067_1_4,DEV_258084_53,DEV_258084_53-1,0.24,1.203903333,BB_258067_1
BB_258067_1_5,DEV_258084_73,DEV_258084_73-1,0.24,1.203903333,BB_258067_1
BB_258067_1_6,DEV_258084_74,DEV_258084_74-1,0.24,1.203903333,BB_258067_1
BB_258067_1_7,DEV_258084_50,DEV_258084_50-1,0.24,1.203903333,BB_258067_1
BB_258067_1_8,DEV_258084_75,DEV_258084_75-1,0.24,1.203903333,BB_258067_1
BB_258067_1_9,DEV_258084_76,DEV_258084_76-1,0.24,1.203903333,BB_258067_1
BB_258070_1_1,DEV_258185_112,DEV_258185_112-1,0.24,1.678540455,BB_258070_1
BB_258070_1_2,DEV_258185_109,DEV_258185_109-1,0.24,1.678540455,BB_258070_1
BB_258070_1_3,DEV_258185_110,DEV_258185_110-1,0.24,1.678540455,BB_258070_1
BB_258070_1_4,DEV_258185_48,DEV_258185_48-1,0.24,1.678540455,BB_258070_1
BB_258070_1_5,DEV_258185_49,DEV_258185_49-1,0.24,1.678540455,BB_258070_1
BB_258070_1_6,DEV_258185_111,DEV_258185_111-1,0.24,1.678540455,BB_258070_1
BB_258070_1_7,DEV_258185_113,DEV_258185_113-1,0.24,1.678540455,BB_258070_1
BB_258070_1_8,DEV_258185_114,DEV_258185_114-1,0.24,1.678540455,BB_258070_1
BB_258070_1_9,DEV_258185_115,DEV_258185_115-1,0.24,1.678540455,BB_258070_1
BB_258070_1_10,DEV_258185_116,DEV_258185_116-1,0.24,1.678540455,BB_258070_1
BB_258070_1_11,DEV_258185_27,DEV_258185_27-1,0.24,1.678540455,BB_258070_1
BB_258073_1_1,DEV_258195_112,DEV_258195_112-1,0.24,1.392083,BB_258073_1
BB_258073_1_2,DEV_258195_109,DEV_258195_109-1,0.24,1.392083,BB_258073_1
BB_258073_1_3,DEV_258195_110,DEV_258195_110-1,0.24,1.392083,BB_258073_1
BB_258073_1_4,DEV_258195_48,DEV_258195_48-1,0.24,1.392083,BB_258073_1
BB_258073_1_5,DEV_258195_49,DEV_258195_49-1,0.24,1.392083,BB_258073_1
BB_258073_1_6,DEV_258195_111,DEV_258195_111-1,0.24,1.392083,BB_258073_1
BB_258073_1_7,DEV_258195_113,DEV_258195_113-1,0.24,1.392083,BB_258073_1
BB_258073_1_8,DEV_258195_114,DEV_258195_114-1,0.24,1.392083,BB_258073_1
BB_258073_1_9,DEV_258195_115,DEV_258195_115-1,0.24,1.392083,BB_258073_1
BB_258073_1_10,DEV_258195_116,DEV_258195_116-1,0.24,1.392083,BB_258073_1
BB_258073_1_11,DEV_258195_27,DEV_258195_27-1,0.24,1.392083,BB_258073_1
BB_258077_1_1,DEV_258191_52,DEV_258191_52-1,0.24,2.241962778,BB_258077_1
BB_258077_1_2,DEV_258191_51,DEV_258191_51-1,0.24,2.241962778,BB_258077_1
BB_258077_1_3,DEV_258191_54,DEV_258191_54-1,0.24,2.241962778,BB_258077_1
BB_258077_1_4,DEV_258191_53,DEV_258191_53-1,0.24,2.241962778,BB_258077_1
BB_258077_1_5,DEV_258191_73,DEV_258191_73-1,0.24,2.241962778,BB_258077_1
BB_258077_1_6,DEV_258191_74,DEV_258191_74-1,0.24,2.241962778,BB_258077_1
BB_258077_1_7,DEV_258191_50,DEV_258191_50-1,0.24,2.241962778,BB_258077_1
BB_258077_1_8,DEV_258191_75,DEV_258191_75-1,0.24,2.241962778,BB_258077_1
BB_258077_1_9,DEV_258191_76,DEV_258191_76-1,0.24,2.241962778,BB_258077_1
BB_258080_1_1,DEV_258181_13,DEV_258181_13-1,0.24,1.827737125,BB_258080_1
BB_258080_1_2,DEV_258181_12,DEV_258181_12-1,0.24,1.827737125,BB_258080_1
BB_258080_1_3,DEV_258181_15,DEV_258181_15-1,0.24,1.827737125,BB_258080_1
BB_258080_1_4,DEV_258181_14,DEV_258181_14-1,0.24,1.827737125,BB_258080_1
BB_258080_1_5,DEV_258181_16,DEV_258181_16-1,0.24,1.827737125,BB_258080_1
BB_258080_1_6,DEV_258181_17,DEV_258181_17-1,0.24,1.827737125,BB_258080_1
BB_258080_1_7,DEV_258181_18,DEV_258181_18-1,0.24,1.827737125,BB_258080_1
BB_258080_1_8,DEV_258181_19,DEV_258181_19-1,0.24,1.827737125,BB_258080_1
BB_258080_1_9,DEV_258181_20,DEV_258181_20-1,0.24,1.827737125,BB_258080_1
BB_258080_1_10,DEV_258181_21,DEV_258181_21-1,0.24,1.827737125,BB_258080_1
BB_258080_1_11,DEV_258181_22,DEV_258181_22-1,0.24,1.827737125,BB_258080_1
BB_258080_1_12,DEV_258181_23,DEV_258181_23-1,0.24,1.827737125,BB_258080_1
BB_258080_1_13,DEV_258181_24,DEV_258181_24-1,0.24,1.827737125,BB_258080_1
BB_258080_1_14,DEV_258181_25,DEV_258181_25-1,0.24,1.827737125,BB_258080_1
BB_258080_1_15,DEV_258181_11,DEV_258181_11-1,0.24,1.827737125,BB_258080_1
BB_258080_1_16,DEV_258181_10,DEV_258181_10-1,0.24,1.827737125,BB_258080_1
BB_258153_1_1,DEV_258152_137,DEV_258152_137-1,0.24,1.492594,BB_258153_1
BB_258202_1_1,DEV_258211_13,DEV_258211_13-1,0.24,5.998018,BB_258202_1
BB_258202_1_2,DEV_258211_12,DEV_258211_12-1,0.24,5.998018,BB_258202_1
BB_258797_1_1,DEV_258894_13,DEV_258894_13-1,0.24,1.5110215,BB_258797_1
BB_258797_1_2,DEV_258894_12,DEV_258894_12-1,0.24,1.5110215,BB_258797_1
BB_258797_1_3,DEV_258894_15,DEV_258894_15-1,0.24,1.5110215,BB_258797_1
BB_258797_1_4,DEV_258894_14,DEV_258894_14-1,0.24,1.5110215,BB_258797_1
BB_258797_1_5,DEV_258894_16,DEV_258894_16-1,0.24,1.5110215,BB_258797_1
BB_258797_1_6,DEV_258894_17,DEV_258894_17-1,0.24,1.5110215,BB_258797_1
BB_258803_1_1,DEV_258887_13,DEV_258887_13-1,0.24,1.722933,BB_258803_1
BB_258803_1_2,DEV_258887_12,DEV_258887_12-1,0.24,1.722933,BB_258803_1
BB_258803_1_3,DEV_258887_15,DEV_258887_15-1,0.24,1.722933,BB_258803_1
BB_258803_1_4,DEV_258887_14,DEV_258887_14-1,0.24,1.722933,BB_258803_1
BB_258803_1_5,DEV_258887_16,DEV_258887_16-1,0.24,1.722933,BB_258803_1
BB_258803_1_6,DEV_258887_17,DEV_258887_17-1,0.24,1.722933,BB_258803_1
BB_258803_1_7,DEV_258887_18,DEV_258887_18-1,0.24,1.722933,BB_258803_1
BB_258803_1_8,DEV_258887_19,DEV_258887_19-1,0.24,1.722933,BB_258803_1
BB_258803_1_9,DEV_258887_20,DEV_258887_20-1,0.24,1.722933,BB_258803_1
BB_258803_1_10,DEV_258887_21,DEV_258887_21-1,0.24,1.722933,BB_258803_1
BB_258803_1_11,DEV_258887_22,DEV_258887_22-1,0.24,1.722933,BB_258803_1
BB_258803_1_12,DEV_258887_23,DEV_258887_23-1,0.24,1.722933,BB_258803_1
BB_258805_1_1,DEV_258818_52,DEV_258818_52-1,0.24,1.105625444,BB_258805_1
BB_258805_1_2,DEV_258818_51,DEV_258818_51-1,0.24,1.105625444,BB_258805_1
BB_258805_1_3,DEV_258818_54,DEV_258818_54-1,0.24,1.105625444,BB_258805_1
BB_258805_1_4,DEV_258818_53,DEV_258818_53-1,0.24,1.105625444,BB_258805_1
BB_258805_1_5,DEV_258818_73,DEV_258818_73-1,0.24,1.105625444,BB_258805_1
BB_258805_1_6,DEV_258818_74,DEV_258818_74-1,0.24,1.105625444,BB_258805_1
BB_258805_1_7,DEV_258818_50,DEV_258818_50-1,0.24,1.105625444,BB_258805_1
BB_258805_1_8,DEV_258818_75,DEV_258818_75-1,0.24,1.105625444,BB_258805_1
BB_258805_1_9,DEV_258818_76,DEV_258818_76-1,0.24,1.105625444,BB_258805_1
BB_258824_1_1,DEV_258823_13,DEV_258823_13-1,0.24,1.479837154,BB_258824_1
BB_258824_1_2,DEV_258823_12,DEV_258823_12-1,0.24,1.479837154,BB_258824_1
BB_258824_1_3,DEV_258823_15,DEV_258823_15-1,0.24,1.479837154,BB_258824_1
BB_258824_1_4,DEV_258823_14,DEV_258823_14-1,0.24,1.479837154,BB_258824_1
BB_258824_1_5,DEV_258823_16,DEV_258823_16-1,0.24,1.479837154,BB_258824_1
BB_258824_1_6,DEV_258823_17,DEV_258823_17-1,0.24,1.479837154,BB_258824_1
BB_258824_1_7,DEV_258823_18,DEV_258823_18-1,0.24,1.479837154,BB_258824_1
BB_258824_1_8,DEV_258823_19,DEV_258823_19-1,0.24,1.479837154,BB_258824_1
BB_258824_1_9,DEV_258823_20,DEV_258823_20-1,0.24,1.479837154,BB_258824_1
BB_258824_1_10,DEV_258823_21,DEV_258823_21-1,0.24,1.479837154,BB_258824_1
BB_258824_1_11,DEV_258823_22,DEV_258823_22-1,0.24,1.479837154,BB_258824_1
BB_258824_1_12,DEV_258823_23,DEV_258823_23-1,0.24,1.479837154,BB_258824_1
BB_258824_1_13,DEV_258823_24,DEV_258823_24-1,0.24,1.479837154,BB_258824_1
BB_258838_1_1,DEV_258897_13,DEV_258897_13-1,0.24,1.487987583,BB_258838_1
BB_258838_1_2,DEV_258897_12,DEV_258897_12-1,0.24,1.487987583,BB_258838_1
BB_258838_1_3,DEV_258897_15,DEV_258897_15-1,0.24,1.487987583,BB_258838_1
BB_258838_1_4,DEV_258897_14,DEV_258897_14-1,0.24,1.487987583,BB_258838_1
BB_258838_1_5,DEV_258897_16,DEV_258897_16-1,0.24,1.487987583,BB_258838_1
BB_258838_1_6,DEV_258897_17,DEV_258897_17-1,0.24,1.487987583,BB_258838_1
BB_258838_1_7,DEV_258897_18,DEV_258897_18-1,0.24,1.487987583,BB_258838_1
BB_258838_1_8,DEV_258897_19,DEV_258897_19-1,0.24,1.487987583,BB_258838_1
BB_258838_1_9,DEV_258897_20,DEV_258897_20-1,0.24,1.487987583,BB_258838_1
BB_258838_1_10,DEV_258897_21,DEV_258897_21-1,0.24,1.487987583,BB_258838_1
BB_258838_1_11,DEV_258897_22,DEV_258897_22-1,0.24,1.487987583,BB_258838_1
BB_258838_1_12,DEV_258897_23,DEV_258897_23-1,0.24,1.487987583,BB_258838_1
BB_258899_1_1,DEV_258885_13,DEV_258885_13-1,0.24,1.692457462,BB_258899_1
BB_258899_1_2,DEV_258885_12,DEV_258885_12-1,0.24,1.692457462,BB_258899_1
BB_258899_1_3,DEV_258885_15,DEV_258885_15-1,0.24,1.692457462,BB_258899_1
BB_258899_1_4,DEV_258885_14,DEV_258885_14-1,0.24,1.692457462,BB_258899_1
BB_258899_1_5,DEV_258885_16,DEV_258885_16-1,0.24,1.692457462,BB_258899_1
BB_258899_1_6,DEV_258885_17,DEV_258885_17-1,0.24,1.692457462,BB_258899_1
BB_258899_1_7,DEV_258885_18,DEV_258885_18-1,0.24,1.692457462,BB_258899_1
BB_258899_1_8,DEV_258885_19,DEV_258885_19-1,0.24,1.692457462,BB_258899_1
BB_258899_1_9,DEV_258885_20,DEV_258885_20-1,0.24,1.692457462,BB_258899_1
BB_258899_1_10,DEV_258885_21,DEV_258885_21-1,0.24,1.692457462,BB_258899_1
BB_258899_1_11,DEV_258885_22,DEV_258885_22-1,0.24,1.692457462,BB_258899_1
BB_258899_1_12,DEV_258885_23,DEV_258885_23-1,0.24,1.692457462,BB_258899_1
BB_258899_1_13,DEV_258885_24,DEV_258885_24-1,0.24,1.692457462,BB_258899_1
BB_259031_1_1,DEV_259145_31,DEV_259145_31-1,0.24,1.5865725,BB_259031_1
BB_259031_1_2,DEV_259145_30,DEV_259145_30-1,0.24,1.5865725,BB_259031_1
BB_259031_1_3,DEV_259145_33,DEV_259145_33-1,0.24,1.5865725,BB_259031_1
BB_259031_1_4,DEV_259145_32,DEV_259145_32-1,0.24,1.5865725,BB_259031_1
BB_259031_1_5,DEV_259145_42,DEV_259145_42-1,0.24,1.5865725,BB_259031_1
BB_259031_1_6,DEV_259145_43,DEV_259145_43-1,0.24,1.5865725,BB_259031_1
BB_259031_1_7,DEV_259145_44,DEV_259145_44-1,0.24,1.5865725,BB_259031_1
BB_259031_1_8,DEV_259145_45,DEV_259145_45-1,0.24,1.5865725,BB_259031_1
BB_259031_1_9,DEV_259145_29,DEV_259145_29-1,0.24,1.5865725,BB_259031_1
BB_259031_1_10,DEV_259145_28,DEV_259145_28-1,0.24,1.5865725,BB_259031_1
BB_259033_1_1,DEV_259034_137,DEV_259034_137-1,0.24,2.536028375,BB_259033_1
BB_259033_1_2,DEV_259034_136,DEV_259034_136-1,0.24,2.536028375,BB_259033_1
BB_259033_1_3,DEV_259034_139,DEV_259034_139-1,0.24,2.536028375,BB_259033_1
BB_259033_1_4,DEV_259034_138,DEV_259034_138-1,0.24,2.536028375,BB_259033_1
BB_259033_1_5,DEV_259034_131,DEV_259034_131-1,0.24,2.536028375,BB_259033_1
BB_259033_1_6,DEV_259034_132,DEV_259034_132-1,0.24,2.536028375,BB_259033_1
BB_259033_1_7,DEV_259034_133,DEV_259034_133-1,0.24,2.536028375,BB_259033_1
BB_259033_1_8,DEV_259034_135,DEV_259034_135-1,0.24,2.536028375,BB_259033_1
BB_259037_1_1,DEV_259038_108,DEV_259038_108-1,0.24,1.318853214,BB_259037_1
BB_259037_1_2,DEV_259038_107,DEV_259038_107-1,0.24,1.318853214,BB_259037_1
BB_259037_1_3,DEV_259038_77,DEV_259038_77-1,0.24,1.318853214,BB_259037_1
BB_259037_1_4,DEV_259038_78,DEV_259038_78-1,0.24,1.318853214,BB_259037_1
BB_259037_1_5,DEV_259038_79,DEV_259038_79-1,0.24,1.318853214,BB_259037_1
BB_259037_1_6,DEV_259038_80,DEV_259038_80-1,0.24,1.318853214,BB_259037_1
BB_259037_1_7,DEV_259038_83,DEV_259038_83-1,0.24,1.318853214,BB_259037_1
BB_259037_1_8,DEV_259038_81,DEV_259038_81-1,0.24,1.318853214,BB_259037_1
BB_259037_1_9,DEV_259038_82,DEV_259038_82-1,0.24,1.318853214,BB_259037_1
BB_259037_1_10,DEV_259038_106,DEV_259038_106-1,0.24,1.318853214,BB_259037_1
BB_259037_1_11,DEV_259038_105,DEV_259038_105-1,0.24,1.318853214,BB_259037_1
BB_259037_1_12,DEV_259038_104,DEV_259038_104-1,0.24,1.318853214,BB_259037_1
BB_259037_1_13,DEV_259038_84,DEV_259038_84-1,0.24,1.318853214,BB_259037_1
BB_259037_1_14,DEV_259038_85,DEV_259038_85-1,0.24,1.318853214,BB_259037_1
BB_259041_1_1,DEV_259153_112,DEV_259153_112-1,0.24,1.276076083,BB_259041_1
BB_259041_1_2,DEV_259153_109,DEV_259153_109-1,0.24,1.276076083,BB_259041_1
BB_259041_1_3,DEV_259153_110,DEV_259153_110-1,0.24,1.276076083,BB_259041_1
BB_259041_1_4,DEV_259153_48,DEV_259153_48-1,0.24,1.276076083,BB_259041_1
BB_259041_1_5,DEV_259153_49,DEV_259153_49-1,0.24,1.276076083,BB_259041_1
BB_259041_1_6,DEV_259153_111,DEV_259153_111-1,0.24,1.276076083,BB_259041_1
BB_259041_1_7,DEV_259153_113,DEV_259153_113-1,0.24,1.276076083,BB_259041_1
BB_259041_1_8,DEV_259153_114,DEV_259153_114-1,0.24,1.276076083,BB_259041_1
BB_259041_1_9,DEV_259153_115,DEV_259153_115-1,0.24,1.276076083,BB_259041_1
BB_259041_1_10,DEV_259153_116,DEV_259153_116-1,0.24,1.276076083,BB_259041_1
BB_259041_1_11,DEV_259153_27,DEV_259153_27-1,0.24,1.276076083,BB_259041_1
BB_259041_1_12,DEV_259153_26,DEV_259153_26-1,0.24,1.276076083,BB_259041_1
BB_259044_1_1,DEV_259045_60,DEV_259045_60-1,0.24,1.492594429,BB_259044_1
BB_259044_1_2,DEV_259045_59,DEV_259045_59-1,0.24,1.492594429,BB_259044_1
BB_259044_1_3,DEV_259045_61,DEV_259045_61-1,0.24,1.492594429,BB_259044_1
BB_259044_1_4,DEV_259045_62,DEV_259045_62-1,0.24,1.492594429,BB_259044_1
BB_259044_1_5,DEV_259045_64,DEV_259045_64-1,0.24,1.492594429,BB_259044_1
BB_259044_1_6,DEV_259045_63,DEV_259045_63-1,0.24,1.492594429,BB_259044_1
BB_259044_1_7,DEV_259045_65,DEV_259045_65-1,0.24,1.492594429,BB_259044_1
BB_259160_1_1,DEV_259161_108,DEV_259161_108-1,0.24,1.575516286,BB_259160_1
BB_259160_1_2,DEV_259161_107,DEV_259161_107-1,0.24,1.575516286,BB_259160_1
BB_259160_1_3,DEV_259161_77,DEV_259161_77-1,0.24,1.575516286,BB_259160_1
BB_259160_1_4,DEV_259161_78,DEV_259161_78-1,0.24,1.575516286,BB_259160_1
BB_259160_1_5,DEV_259161_79,DEV_259161_79-1,0.24,1.575516286,BB_259160_1
BB_259160_1_6,DEV_259161_80,DEV_259161_80-1,0.24,1.575516286,BB_259160_1
BB_259160_1_7,DEV_259161_83,DEV_259161_83-1,0.24,1.575516286,BB_259160_1
BB_259160_1_8,DEV_259161_81,DEV_259161_81-1,0.24,1.575516286,BB_259160_1
BB_259160_1_9,DEV_259161_82,DEV_259161_82-1,0.24,1.575516286,BB_259160_1
BB_259160_1_10,DEV_259161_106,DEV_259161_106-1,0.24,1.575516286,BB_259160_1
BB_259160_1_11,DEV_259161_105,DEV_259161_105-1,0.24,1.575516286,BB_259160_1
BB_259160_1_12,DEV_259161_104,DEV_259161_104-1,0.24,1.575516286,BB_259160_1
BB_259160_1_13,DEV_259161_84,DEV_259161_84-1,0.24,1.575516286,BB_259160_1
BB_259160_1_14,DEV_259161_85,DEV_259161_85-1,0.24,1.575516286,BB_259160_1
BB_259166_1_1,DEV_259168_31,DEV_259168_31-1,0.24,1.5368194,BB_259166_1
BB_259166_1_2,DEV_259168_30,DEV_259168_30-1,0.24,1.5368194,BB_259166_1
BB_259166_1_3,DEV_259168_33,DEV_259168_33-1,0.24,1.5368194,BB_259166_1
BB_259166_1_4,DEV_259168_32,DEV_259168_32-1,0.24,1.5368194,BB_259166_1
BB_259166_1_5,DEV_259168_42,DEV_259168_42-1,0.24,1.5368194,BB_259166_1
BB_259166_1_6,DEV_259168_43,DEV_259168_43-1,0.24,1.5368194,BB_259166_1
BB_259166_1_7,DEV_259168_44,DEV_259168_44-1,0.24,1.5368194,BB_259166_1
BB_259166_1_8,DEV_259168_45,DEV_259168_45-1,0.24,1.5368194,BB_259166_1
BB_259166_1_9,DEV_259168_29,DEV_259168_29-1,0.24,1.5368194,BB_259166_1
BB_259166_1_10,DEV_259168_28,DEV_259168_28-1,0.24,1.5368194,BB_259166_1
BB_259171_1_1,DEV_259172_56,DEV_259172_56-1,0.24,1.90029375,BB_259171_1
BB_259171_1_2,DEV_259172_55,DEV_259172_55-1,0.24,1.90029375,BB_259171_1
BB_259171_1_3,DEV_259172_58,DEV_259172_58-1,0.24,1.90029375,BB_259171_1
BB_259171_1_4,DEV_259172_57,DEV_259172_57-1,0.24,1.90029375,BB_259171_1
BB_259171_1_5,DEV_259172_67,DEV_259172_67-1,0.24,1.90029375,BB_259171_1
BB_259171_1_6,DEV_259172_68,DEV_259172_68-1,0.24,1.90029375,BB_259171_1
BB_259171_1_7,DEV_259172_69,DEV_259172_69-1,0.24,1.90029375,BB_259171_1
BB_259171_1_8,DEV_259172_70,DEV_259172_70-1,0.24,1.90029375,BB_259171_1
BB_259176_1_1,DEV_259178_137,DEV_259178_137-1,0.24,2.059227375,BB_259176_1
BB_259176_1_2,DEV_259178_136,DEV_259178_136-1,0.24,2.059227375,BB_259176_1
BB_259176_1_3,DEV_259178_139,DEV_259178_139-1,0.24,2.059227375,BB_259176_1
BB_259176_1_4,DEV_259178_138,DEV_259178_138-1,0.24,2.059227375,BB_259176_1
BB_259176_1_5,DEV_259178_131,DEV_259178_131-1,0.24,2.059227375,BB_259176_1
BB_259176_1_6,DEV_259178_132,DEV_259178_132-1,0.24,2.059227375,BB_259176_1
BB_259176_1_7,DEV_259178_133,DEV_259178_133-1,0.24,2.059227375,BB_259176_1
BB_259176_1_8,DEV_259178_135,DEV_259178_135-1,0.24,2.059227375,BB_259176_1
BB_263625_1_1,DEV_263913_18,DEV_263913_18-1,0.24,1.694915818,BB_263625_1
BB_263625_1_2,DEV_263913_19,DEV_263913_19-1,0.24,1.694915818,BB_263625_1
BB_263625_1_3,DEV_263913_17,DEV_263913_17-1,0.24,1.694915818,BB_263625_1
BB_263625_1_4,DEV_263913_30,DEV_263913_30-1,0.24,1.694915818,BB_263625_1
BB_263625_1_5,DEV_263913_29,DEV_263913_29-1,0.24,1.694915818,BB_263625_1
BB_263625_1_6,DEV_263913_28,DEV_263913_28-1,0.24,1.694915818,BB_263625_1
BB_263625_1_7,DEV_263913_21,DEV_263913_21-1,0.24,1.694915818,BB_263625_1
BB_263625_1_8,DEV_263913_22,DEV_263913_22-1,0.24,1.694915818,BB_263625_1
