hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
376, 0.00000, 2545.41, -0.00376639, 2545.47, -120.005, 2545.52, 119.995, 334.708, -22.3873, 314.807, -137.145, 292.983, 107.723
377, 0.00000, 2545.42, -0.00358986, 2545.49, -120.004, 2545.53, 119.995, 324.422, -22.7246, 304.468, -137.315, 283.08, 107.757
378, 0.00000, 2545.44, -0.00341567, 2545.5, -120.004, 2545.54, 119.995, 314.29, -23.0793, 294.291, -137.494, 273.329, 107.791
379, 0.00000, 2545.45, -0.00320105, 2545.51, -120.004, 2545.56, 119.996, 301.829, -23.5495, 281.781, -137.735, 261.339, 107.832
380, 0.00000, 2545.47, -0.00301264, 2545.53, -120.004, 2545.57, 119.996, 290.915, -23.9958, 270.825, -137.964, 250.834, 107.868
381, 0.00000, 2545.47, -0.00293701, 2545.53, -120.004, 2545.58, 119.996, 286.54, -24.1847, 266.445, -138.062, 246.634, 107.882
382, 0.00000, 2545.48, -0.00281798, 2545.54, -120.004, 2545.59, 119.996, 279.663, -24.4939, 259.531, -138.223, 240.001, 107.906
383, 0.00000, 2545.5, -0.00260403, 2545.56, -120.003, 2545.6, 119.996, 267.331, -25.0901, 247.152, -138.535, 228.12, 107.947
384, 0.00000, 2545.51, -0.00243649, 2545.57, -120.003, 2545.61, 119.996, 257.7, -25.5971, 237.476, -138.802, 218.829, 107.98
385, 0.00000, 2545.52, -0.00237384, 2545.57, -120.003, 2545.62, 119.996, 254.104, -25.7966, 233.869, -138.908, 215.365, 107.992
385, 0.00000, 2545.52, -0.00237384, 2545.57, -120.003, 2545.62, 119.996, 254.104, -25.7966, 233.869, -138.908, 215.365, 107.992
